,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighborhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,days_hosted,neighborhood_type
1867,6567683,1801138,1.0,100.0,t,3.0,West Seattle,47.564327670559905,-122.37374580916664,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,129.0,1,0.0,27,57,87,362,19,96.0,3,3.08,1411.0,high price
1868,6794702,35566596,3.0,60.0,f,1.0,West Seattle,47.55890375346899,-122.37751113324926,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,1,0.0,0,24,54,237,4,100.0,2,1.1,207.0,high price
1869,7746170,40716728,1.0,100.0,f,1.0,West Seattle,47.557317948009214,-122.37778223044464,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0.0,30,60,90,365,12,83.0,2,2.42,151.0,high price
1870,157939,668141,2.0,100.0,t,1.0,West Seattle,47.5477874096676,-122.3780016001745,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,2,0.0,15,19,49,286,22,99.0,3,0.46,1674.0,high price
1871,7459637,20935626,2.0,100.0,f,1.0,West Seattle,47.5483168146443,-122.38645840880145,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,109.0,1,8.0,0,0,0,142,4,90.0,2,0.81,487.0,high price
1872,6079131,30112460,1.0,100.0,t,1.0,West Seattle,47.55629075946558,-122.37700213556948,Apartment,Entire home/apt,2,1.0,0.0,1.0,Other,88.0,1,0.0,18,48,78,353,30,97.0,2,3.72,283.0,high price
1873,158953,205412,1.0,100.0,f,10.0,West Seattle,47.55766966557904,-122.37900981486736,House,Private room,4,1.0,1.0,1.0,Real Bed,75.0,2,18.0,30,60,90,363,2,96.0,3,0.04,1965.0,high price
1874,8342968,4660603,,,f,1.0,West Seattle,47.55556516043844,-122.37703992867569,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0.0,30,60,90,179,2,100.0,1,0.57,1089.0,high price
1875,6512979,34051643,1.0,100.0,f,1.0,West Seattle,47.55554064596684,-122.3827543817824,Apartment,Entire home/apt,2,1.0,1.0,1.0,Other,75.0,1,15.0,30,60,90,365,10,94.0,1,1.47,226.0,high price
1876,7886656,4181260,2.0,100.0,t,2.0,West Seattle,47.5592558468981,-122.38455575790708,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,136.0,1,0.0,20,50,80,355,12,97.0,1,2.71,1142.0,high price
1877,4378803,10571217,2.0,100.0,f,3.0,West Seattle,47.56639268224653,-122.37814624863505,House,Entire home/apt,5,1.0,1.0,3.0,Real Bed,139.0,4,25.0,4,34,56,273,17,93.0,3,1.32,754.0,high price
1878,7791010,41005568,1.0,100.0,f,1.0,West Seattle,47.56073594747432,-122.38249363713305,Other,Private room,3,1.0,1.0,1.0,Real Bed,79.0,1,0.0,5,19,35,296,27,96.0,2,5.83,148.0,high price
1879,6452927,10281202,1.0,100.0,f,4.0,West Seattle,47.567443765419895,-122.38634160987944,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,1,0.0,16,32,48,48,2,90.0,2,0.37,769.0,high price
1880,8066883,42607918,1.0,100.0,f,1.0,West Seattle,47.560989670468146,-122.38493210180685,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,1,0.0,27,57,86,86,18,99.0,3,4.15,131.0,high price
1881,8209686,7231139,,,f,1.0,West Seattle,47.56781625863085,-122.37616240582572,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,200.0,1,0.0,0,0,4,93,0,0.0,2,0.0,916.0,high price
1882,8017832,6531875,1.0,100.0,f,3.0,West Seattle,47.56483983717205,-122.3885824766572,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,0.0,21,51,81,356,5,100.0,2,1.74,957.0,high price
1883,7988300,6531875,1.0,100.0,f,3.0,West Seattle,47.5635530921699,-122.3867888061448,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0.0,12,39,69,344,13,100.0,2,4.53,957.0,high price
1884,2818292,14193441,,,f,1.0,West Seattle,47.569538430900344,-122.39283204947556,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,1,15.0,30,60,90,365,16,98.0,2,0.88,632.0,high price
1885,4910140,25284108,2.0,100.0,f,1.0,West Seattle,47.562605333620034,-122.39670246572241,House,Private room,1,1.0,1.0,1.0,Real Bed,39.0,1,0.0,2,32,62,337,20,98.0,1,1.89,372.0,high price
1886,9110730,8523373,2.0,100.0,f,1.0,West Seattle,47.566894557880495,-122.39213487299057,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0.0,21,45,74,74,5,96.0,2,2.24,858.0,high price
1887,6762958,2695710,2.0,100.0,f,2.0,West Seattle,47.56047614162594,-122.39364127092242,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0.0,10,25,55,83,4,100.0,1,0.58,1293.0,high price
1888,8503556,34923136,2.0,100.0,f,1.0,West Seattle,47.56371212435627,-122.38132714210107,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,1,0.0,13,13,41,316,0,0.0,1,0.0,215.0,high price
1889,6448099,10281202,1.0,100.0,f,4.0,West Seattle,47.56724120602178,-122.38638673198277,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,215.0,1,0.0,12,24,42,42,2,100.0,3,0.38,769.0,high price
1890,4564730,12940195,,,f,1.0,West Seattle,47.5641246529799,-122.37850726206136,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,2,15.0,0,0,0,149,26,95.0,2,1.92,666.0,high price
1891,50233,230140,1.0,100.0,t,1.0,West Seattle,47.566428709561436,-122.38084221302331,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,165.0,4,60.0,25,25,25,237,20,100.0,3,0.36,1942.0,high price
1892,3402376,3903203,,,f,1.0,West Seattle,47.562723039722215,-122.39523837188904,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,165.0,1,0.0,0,0,0,212,4,100.0,3,0.23,1174.0,high price
1893,8782852,26707022,,,f,1.0,West Seattle,47.565703980244095,-122.37511036063242,House,Private room,2,0.5,1.0,1.0,Other,55.0,1,0.0,0,0,0,35,0,0.0,1,0.0,344.0,high price
1894,9098494,3712110,2.0,100.0,f,1.0,West Seattle,47.565237925944736,-122.38723512854507,Other,Entire home/apt,10,1.5,3.0,5.0,Real Bed,150.0,4,25.0,4,4,4,6,5,80.0,3,2.94,1192.0,high price
1895,6977095,10571217,2.0,100.0,f,3.0,West Seattle,47.564602846104535,-122.37704664437986,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,249.0,1,0.0,6,36,58,276,2,100.0,3,0.86,754.0,high price
1896,6748502,35332502,1.0,100.0,f,2.0,West Seattle,47.56759464511134,-122.38137651498779,House,Private room,2,1.5,1.0,1.0,Other,51.0,1,5.0,30,60,90,365,5,96.0,2,0.89,210.0,high price
1897,6823837,10571217,2.0,100.0,f,3.0,West Seattle,47.566184539496966,-122.37900764770887,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,129.0,4,15.0,16,46,67,327,14,90.0,3,2.12,754.0,high price
1898,9298045,28646378,1.0,100.0,f,1.0,West Seattle,47.57000135878523,-122.38590533598015,Other,Private room,2,1.0,1.0,1.0,Real Bed,79.0,1,0.0,16,44,74,228,3,100.0,1,2.31,308.0,high price
1899,7988436,6531875,1.0,100.0,f,3.0,West Seattle,47.56136431161136,-122.38510704784822,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0.0,18,48,78,353,20,98.0,2,6.98,957.0,high price
1900,9615941,2695710,2.0,100.0,f,2.0,West Seattle,47.56037010123242,-122.3930383047998,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,15.0,21,50,80,355,1,100.0,1,1.0,1293.0,high price
1901,8631419,35332502,1.0,100.0,f,2.0,West Seattle,47.56725798913214,-122.38221291496008,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,180.0,1,0.0,27,57,84,166,3,93.0,1,2.43,210.0,high price
1902,8919070,46642481,3.0,100.0,f,1.0,West Seattle,47.56137397094919,-122.3884382372952,Apartment,Shared room,2,1.0,1.0,1.0,Other,30.0,1,0.0,28,58,88,363,4,95.0,1,1.64,81.0,high price
1903,7836953,257237,2.0,100.0,f,1.0,West Seattle,47.561646250293464,-122.39707259929372,House,Entire home/apt,7,1.5,3.0,4.0,Real Bed,250.0,1,0.0,0,0,0,114,1,100.0,3,0.86,1913.0,high price
1904,3281072,4793121,2.0,100.0,t,1.0,West Seattle,47.566962904387786,-122.38337757721405,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,150.0,1,0.0,2,32,55,302,21,99.0,2,1.12,1078.0,high price
1905,10252110,36706828,,,f,1.0,West Seattle,47.564949944919526,-122.39797690201249,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,375.0,1,25.0,0,6,6,19,0,0.0,1,0.0,193.0,high price
1906,5958674,10281202,1.0,100.0,f,4.0,West Seattle,47.567048161348964,-122.38615064740736,House,Private room,2,1.0,1.0,1.0,Real Bed,56.0,2,10.0,16,32,49,49,18,98.0,2,2.34,769.0,high price
1907,8307502,43798906,1.0,100.0,f,2.0,West Seattle,47.56830072616979,-122.3760300131968,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,300.0,1,0.0,29,54,75,344,6,100.0,1,1.82,117.0,high price
1908,5958194,10281202,1.0,100.0,f,4.0,West Seattle,47.56722692276702,-122.38508567294943,House,Private room,1,1.0,1.0,1.0,Real Bed,45.0,1,0.0,16,33,50,50,25,98.0,2,3.15,769.0,high price
1909,4121334,18096695,2.0,100.0,t,1.0,West Seattle,47.56401857889343,-122.38885558598378,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,110.0,2,10.0,0,4,34,120,9,98.0,2,1.06,539.0,high price
1910,598023,2613029,,,f,1.0,West Seattle,47.562801177768314,-122.3870543160037,House,Private room,1,1.0,1.0,1.0,Real Bed,99.0,1,0.0,30,60,90,364,8,98.0,3,0.27,1301.0,high price
1911,6958603,4016632,1.0,100.0,t,5.0,Interbay,47.63972335767088,-122.3764220776374,House,Private room,2,1.0,1.0,1.0,Real Bed,53.0,1,0.0,20,47,47,105,26,96.0,3,4.36,1161.0,high price
1912,7390195,38176125,2.0,100.0,f,1.0,Interbay,47.6357729368541,-122.38861928749252,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,1,5.0,15,18,48,323,9,100.0,1,1.68,177.0,high price
1913,4271174,17380927,2.0,100.0,f,1.0,Interbay,47.6370797091929,-122.38617913336945,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,1,10.0,30,60,90,365,30,97.0,1,3.91,555.0,high price
1914,3237501,16380844,3.0,100.0,f,1.0,Interbay,47.635023277993355,-122.3896954585665,House,Private room,1,2.5,1.0,1.0,Real Bed,90.0,1,0.0,30,60,90,365,15,100.0,2,0.78,579.0,high price
1915,6438013,11583055,1.0,100.0,f,1.0,Interbay,47.63288520520258,-122.37716974022369,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,1,0.0,28,55,85,351,3,93.0,2,3.0,711.0,high price
1916,10309898,30199365,,,f,1.0,Interbay,47.64738253593482,-122.37804928184484,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,1,0.0,30,60,90,365,0,0.0,2,0.0,281.0,high price
1917,2134911,4122018,1.0,100.0,f,3.0,Interbay,47.66118596650386,-122.38534417643892,Other,Private room,1,1.0,1.0,1.0,Real Bed,95.0,1,0.0,30,60,90,365,5,92.0,3,0.27,1149.0,high price
1918,5002964,6618367,3.0,100.0,f,1.0,Interbay,47.65006231949153,-122.37738430765093,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0.0,30,60,90,365,1,80.0,1,1.0,951.0,high price
1919,6780615,5177328,1.0,98.0,t,6.0,Interbay,47.639200283225534,-122.38661556538368,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,2,0.0,1,31,61,336,12,97.0,3,2.05,1047.0,high price
1920,2586642,1452570,1.0,100.0,f,2.0,Interbay,47.64236194980898,-122.3775093333712,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,2,15.0,30,60,90,365,22,89.0,3,1.15,1497.0,high price
1921,9490093,29698708,3.0,100.0,f,1.0,Interbay,47.638342727287856,-122.3861921219981,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,1,0.0,30,60,89,89,0,0.0,2,0.0,290.0,high price
1922,1815472,6372203,2.0,99.0,f,7.0,Other neighborhoods,47.59577199931983,-122.32731604506915,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,1,0.0,9,29,56,320,75,89.0,3,3.02,966.0,high price
1923,8566475,45084253,1.0,100.0,f,1.0,Other neighborhoods,47.5597785590347,-122.32360314028223,Other,Shared room,4,1.0,1.0,1.0,Real Bed,25.0,1,15.0,10,40,70,345,0,0.0,1,0.0,101.0,high price
1924,10205366,43898988,,,f,1.0,Other neighborhoods,47.58000693200782,-122.32662822547312,Other,Entire home/apt,4,0.0,0.0,2.0,Real Bed,265.0,1,0.0,0,0,0,126,0,0.0,3,0.0,116.0,high price
1925,2919571,2328599,3.0,100.0,f,1.0,Other neighborhoods,47.577589643757804,-122.31956561639572,Other,Entire home/apt,4,1.0,2.0,3.0,Real Bed,320.0,3,40.0,30,60,90,365,2,90.0,2,0.12,1335.0,high price
1926,1484651,7942852,2.0,100.0,f,1.0,Other neighborhoods,47.57668747621031,-122.32192824617049,Other,Private room,4,2.5,1.0,2.0,Real Bed,150.0,3,0.0,30,56,85,360,49,93.0,1,1.86,882.0,high price
1927,6327506,13407781,1.0,100.0,t,1.0,Beacon Hill,47.554272310523004,-122.31264866734779,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,0.0,2,23,53,139,33,99.0,2,4.95,653.0,low price
1928,3544964,17795956,1.0,100.0,t,2.0,Beacon Hill,47.54296367283013,-122.28904717526986,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,20.0,30,60,90,365,28,94.0,3,1.59,546.0,low price
1929,7763298,20448703,1.0,94.0,f,5.0,Beacon Hill,47.54482778227728,-122.29962707733836,House,Private room,4,1.0,1.0,2.0,Real Bed,80.0,1,0.0,24,54,84,357,20,97.0,2,4.14,499.0,low price
1930,5873892,20448703,1.0,94.0,f,5.0,Beacon Hill,47.54443757841156,-122.30120029634963,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0.0,27,57,87,176,36,89.0,2,4.5,499.0,low price
1931,41401,180441,3.0,86.0,f,1.0,Beacon Hill,47.560348976779316,-122.31402319056404,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,2,15.0,2,32,62,337,26,96.0,3,0.4,1989.0,low price
1932,6646985,15984289,1.0,100.0,f,5.0,Beacon Hill,47.56082164187593,-122.29563724620552,House,Private room,1,2.0,1.0,1.0,Real Bed,35.0,0,0.0,11,34,64,335,49,93.0,2,6.93,588.0,low price
1933,3582883,15984289,1.0,100.0,f,5.0,Beacon Hill,47.56076941740052,-122.29431480136977,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,1,0.0,27,57,87,358,93,91.0,2,5.28,588.0,low price
1934,6939472,15984289,1.0,100.0,f,5.0,Beacon Hill,47.561087487311724,-122.2961610967124,House,Private room,1,2.0,1.0,1.0,Real Bed,35.0,0,0.0,18,40,65,340,44,93.0,2,6.91,588.0,low price
1935,4518037,12389678,1.0,100.0,f,2.0,Beacon Hill,47.5520095188362,-122.30586891883353,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,1,0.0,24,24,24,288,34,94.0,2,2.46,684.0,low price
1936,3951768,1154803,1.0,100.0,f,3.0,Beacon Hill,47.557275103000755,-122.31334530306137,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,58.0,2,5.0,1,31,61,61,37,89.0,2,2.26,1574.0,low price
1937,7007598,17774840,3.0,100.0,f,1.0,Beacon Hill,47.55421556294127,-122.3086033571002,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,170.0,1,0.0,4,4,4,8,5,92.0,3,0.93,293.0,low price
1938,7800238,41056418,1.0,100.0,f,1.0,Beacon Hill,47.557082164285774,-122.30920296667824,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,1,0.0,8,34,62,320,18,99.0,1,6.92,147.0,low price
1939,4581256,20448703,1.0,94.0,f,5.0,Beacon Hill,47.54454406675028,-122.30138707021055,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,1,0.0,22,52,82,171,27,89.0,2,2.1,499.0,low price
1940,4163851,7379061,2.0,100.0,f,1.0,Beacon Hill,47.553680546513284,-122.31780503212192,House,Entire home/apt,3,2.5,2.0,2.0,Real Bed,104.0,2,10.0,23,53,83,358,19,93.0,1,1.23,909.0,low price
1941,479653,2376549,1.0,100.0,f,1.0,Beacon Hill,47.55560303856331,-122.30085453799316,House,Entire home/apt,10,2.0,4.0,7.0,Real Bed,150.0,6,25.0,9,9,9,226,59,93.0,2,1.41,1329.0,low price
1942,6647442,15984289,1.0,100.0,f,5.0,Beacon Hill,47.55920111525744,-122.29447913891735,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,0,0.0,25,52,82,357,41,93.0,2,6.21,588.0,low price
1943,7247518,36633617,3.0,100.0,f,2.0,Beacon Hill,47.555516197423536,-122.30332317085863,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,1,25.0,30,60,90,365,4,95.0,1,0.7,194.0,low price
1944,6831239,20448703,1.0,94.0,f,5.0,Beacon Hill,47.54299140336098,-122.29964812031211,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,1,0.0,26,56,86,173,9,91.0,2,1.89,499.0,low price
1945,108765,541908,1.0,100.0,t,1.0,Beacon Hill,47.552566318751964,-122.3043496442723,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,122.0,1,0.0,30,60,90,350,35,99.0,3,0.63,1712.0,low price
1946,8174943,43144386,3.0,67.0,f,1.0,Beacon Hill,47.54382833779015,-122.30276478403084,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,1,0.0,30,60,90,365,4,100.0,1,1.0,124.0,low price
1947,6360895,3163979,3.0,100.0,t,1.0,Beacon Hill,47.55401819763596,-122.31755339608047,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,109.0,4,15.0,17,42,68,68,29,97.0,2,4.1,1247.0,low price
1948,6363765,5325329,2.0,97.0,f,9.0,Beacon Hill,47.561375761486865,-122.31741051258558,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,199.0,1,0.0,2,32,62,151,21,88.0,3,2.79,1036.0,low price
1949,6183330,32069664,1.0,100.0,f,1.0,Beacon Hill,47.56583405796639,-122.31492338890787,Other,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,1,0.0,18,48,78,353,16,95.0,2,3.29,252.0,low price
1950,2612025,12389678,1.0,100.0,f,2.0,Beacon Hill,47.55219473065589,-122.30517740831007,House,Private room,2,1.0,1.0,2.0,Real Bed,45.0,1,10.0,27,55,85,360,82,91.0,2,3.92,684.0,low price
1951,7630155,18948070,1.0,100.0,f,1.0,Beacon Hill,47.54986937658492,-122.29254923455923,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,2,0.0,29,59,89,362,2,100.0,2,0.49,527.0,low price
1952,8118346,36633617,3.0,100.0,f,2.0,Beacon Hill,47.5553065904402,-122.30328126449386,House,Private room,1,1.0,1.0,1.0,Real Bed,80.0,1,0.0,30,60,90,365,0,0.0,1,0.0,194.0,low price
1953,6105021,2744582,1.0,100.0,f,1.0,Beacon Hill,47.54762602613064,-122.30413371806502,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,1,20.0,14,44,74,349,18,98.0,3,3.25,1287.0,low price
1954,10299108,20448703,1.0,94.0,f,5.0,Beacon Hill,47.54498546288632,-122.30089926184726,House,Private room,2,1.0,1.0,1.0,Real Bed,58.0,1,0.0,27,36,65,65,0,0.0,2,0.0,499.0,low price
1955,6626493,15512043,2.0,100.0,t,1.0,Beacon Hill,47.547123593874424,-122.30139463979195,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,1,0.0,0,0,0,0,15,97.0,2,2.39,600.0,low price
1956,573942,30559,2.0,100.0,f,5.0,Beacon Hill,47.549456111451605,-122.31657741596342,Other,Private room,2,3.0,1.0,1.0,Real Bed,65.0,1,10.0,0,3,33,308,77,95.0,2,1.87,2339.0,low price
1957,9314106,48345118,2.0,90.0,f,1.0,Beacon Hill,47.54617149042048,-122.30809532624777,House,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,0.0,1,5,5,38,0,0.0,1,0.0,59.0,low price
1958,9814376,50557855,3.0,100.0,f,2.0,Beacon Hill,47.53524505680028,-122.28486546940498,Other,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0.0,30,60,90,365,0,0.0,2,0.0,30.0,low price
1959,9564093,49515693,2.0,100.0,f,1.0,Beacon Hill,47.53280313798705,-122.28915035933059,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,15.0,21,46,76,165,3,87.0,2,3.0,45.0,low price
1960,1652107,5325329,2.0,97.0,f,9.0,Beacon Hill,47.52566156471516,-122.28115550459421,House,Entire home/apt,8,1.0,3.0,3.0,Real Bed,175.0,7,40.0,20,46,76,165,56,92.0,3,2.07,1036.0,low price
1961,609252,3018655,1.0,100.0,f,2.0,Other neighborhoods,47.69861296484062,-122.36344237960225,House,Private room,4,,1.0,,Real Bed,280.0,1,0.0,30,60,90,365,0,0.0,1,0.0,1261.0,high price
1962,942490,4705328,2.0,100.0,f,1.0,Other neighborhoods,47.689317739514095,-122.36513551796608,House,Private room,5,1.0,1.0,2.0,Real Bed,80.0,2,20.0,30,60,90,365,74,86.0,2,2.19,1085.0,high price
1963,8653722,45479019,2.0,100.0,f,1.0,Other neighborhoods,47.69820987218864,-122.36171942587809,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,85.0,0,0.0,0,0,20,265,5,96.0,2,1.72,96.0,high price
1964,7562591,9029689,,,f,1.0,Other neighborhoods,47.69444400372631,-122.34659410569202,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,215.0,1,0.0,0,0,0,135,1,100.0,3,0.25,832.0,high price
1965,9636238,49834917,1.0,100.0,f,1.0,Other neighborhoods,47.690222004285715,-122.35437120501152,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,1,0.0,1,2,4,4,0,0.0,1,0.0,40.0,high price
1966,823989,12621051,2.0,90.0,f,1.0,Other neighborhoods,47.704848490043105,-122.3448873954637,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,105.0,1,0.0,22,52,82,344,55,92.0,3,1.51,677.0,high price
1967,7596934,6288119,2.0,100.0,f,1.0,Other neighborhoods,47.686443235757025,-122.35004730895551,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,1,0.0,30,60,90,365,4,95.0,1,0.84,971.0,high price
1968,6832592,25189700,2.0,100.0,f,1.0,Other neighborhoods,47.68438656609459,-122.36086979269469,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,125.0,4,20.0,30,60,90,179,15,95.0,2,2.57,375.0,high price
1969,3922853,20321164,1.0,100.0,t,3.0,Other neighborhoods,47.69457430757432,-122.35795935350927,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,105.0,2,0.0,0,0,0,242,14,99.0,1,1.06,502.0,high price
1970,9475641,12973318,1.0,100.0,t,1.0,Other neighborhoods,47.702909801142454,-122.36187337172962,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,98.0,4,10.0,20,50,79,79,0,0.0,1,0.0,665.0,high price
1971,8718936,42627942,2.0,88.0,f,3.0,Other neighborhoods,47.703412385409,-122.35480304957758,House,Private room,1,1.0,1.0,1.0,Real Bed,44.0,1,0.0,25,55,85,360,0,0.0,3,0.0,131.0,high price
1972,9075558,7237936,1.0,100.0,f,1.0,Other neighborhoods,47.70048323654476,-122.34656223149315,House,Private room,2,1.0,1.0,1.0,Real Bed,34.0,2,0.0,11,26,55,55,6,57.0,2,2.95,916.0,high price
1973,671828,3396093,2.0,90.0,f,2.0,Other neighborhoods,47.69109348570525,-122.36464002063313,House,Private room,1,2.5,1.0,1.0,Real Bed,50.0,1,10.0,3,33,63,338,0,0.0,2,0.0,1224.0,high price
1974,6660186,34859303,1.0,100.0,t,1.0,Other neighborhoods,47.689268637808965,-122.35414043748622,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,85.0,2,20.0,30,60,90,365,16,95.0,2,2.31,216.0,high price
1975,716829,62386,1.0,100.0,f,4.0,Other neighborhoods,47.699419381004724,-122.34831249572245,Other,Private room,1,,1.0,1.0,Real Bed,62.0,1,20.0,30,60,90,365,1,71.0,1,0.03,2214.0,high price
1976,3916050,20283872,1.0,92.0,f,2.0,Other neighborhoods,47.694307642528116,-122.34673550930927,House,Private room,1,1.0,1.0,1.0,Real Bed,49.0,1,0.0,30,60,90,365,39,86.0,2,2.35,503.0,high price
1977,2187906,6374498,1.0,100.0,f,2.0,Other neighborhoods,47.69461915650809,-122.36063570209886,House,Private room,2,0.5,1.0,1.0,Real Bed,50.0,1,5.0,23,53,82,82,21,93.0,1,0.96,966.0,high price
1978,9091301,47402064,3.0,80.0,f,1.0,Other neighborhoods,47.69684140871068,-122.349080474568,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0.0,0,0,2,216,3,87.0,1,1.3,71.0,high price
1979,9048584,62386,1.0,100.0,f,4.0,Other neighborhoods,47.69835880468836,-122.34948846083786,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,1,0.0,30,60,90,365,0,0.0,1,0.0,2214.0,high price
1980,7382368,11303992,,,f,1.0,Other neighborhoods,47.69490400157653,-122.36106279761492,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,10.0,0,0,0,0,1,100.0,1,0.32,720.0,high price
1981,5278993,27327008,,,f,1.0,Other neighborhoods,47.69239391344844,-122.35325289784844,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0.0,0,1,31,306,1,100.0,1,0.09,332.0,high price
1982,8717758,42627942,2.0,88.0,f,3.0,Other neighborhoods,47.703918837951505,-122.3544290990173,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,1,0.0,23,53,83,358,0,0.0,3,0.0,131.0,high price
1983,10299195,52990042,,,f,1.0,Other neighborhoods,47.701866610589796,-122.34523645967018,House,Private room,1,1.0,1.0,1.0,Real Bed,26.0,1,0.0,14,14,14,14,0,0.0,1,0.0,3.0,high price
1984,7064681,6374498,1.0,100.0,f,2.0,Other neighborhoods,47.693145745394474,-122.36225882928758,Other,Shared room,2,1.0,1.0,2.0,Real Bed,25.0,1,10.0,0,0,0,163,4,90.0,2,0.71,966.0,high price
1985,1935439,10014839,3.0,100.0,f,1.0,Other neighborhoods,47.70329901188529,-122.36073241526356,House,Private room,2,2.0,1.0,1.0,Other,49.0,1,10.0,0,0,0,270,3,80.0,2,0.16,781.0,high price
1986,5931372,7271601,3.0,100.0,f,2.0,Other neighborhoods,47.704281863582494,-122.34621809778736,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,129.0,2,8.0,0,0,0,194,12,80.0,3,1.37,915.0,high price
1987,1984692,5525120,,,f,1.0,Other neighborhoods,47.68638396873183,-122.34510622901337,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,175.0,1,0.0,0,0,2,277,5,100.0,2,0.27,1021.0,high price
